JOBS: 
Id = 0, Burst Time = 29, Remaining Time = 29, Priority = 6
JOB ID = 953, Start Time = 48121, End time = 48145
JOB ID = 954, Start Time = 48145, End time = 48207
JOB ID = 955, Start Time = 48207, End time = 48209
JOB ID = 956, Start Time = 48209, End time = 48284
JOB ID = 957, Start Time = 48284, End time = 48307
JOB ID = 958, Start Time = 48307, End time = 48358
JOB ID = 959, Start Time = 48358, End time = 48411
JOB ID = 960, Start Time = 48411, End time = 48484
JOB ID = 961, Start Time = 48484, End time = 48486
JOB ID = 962, Start Time = 48486, End time = 48521
JOB ID = 963, Start Time = 48521, End time = 48567
JOB ID = 964, Start Time = 48567, End time = 48637
JOB ID = 965, Start Time = 48637, End time = 48683
JOB ID = 966, Start Time = 48683, End time = 48697
JOB ID = 967, Start Time = 48697, End time = 48719
JOB ID = 968, Start Time = 48719, End time = 48728
JOB ID = 969, Start Time = 48728, End time = 48763
JOB ID = 970, Start Time = 48763, End time = 48791
JOB ID = 971, Start Time = 48791, End time = 48843
JOB ID = 972, Start Time = 48843, End time = 48881
JOB ID = 973, Start Time = 48881, End time = 48969
JOB ID = 974, Start Time = 48969, End time = 49011
JOB ID = 975, Start Time = 49011, End time = 49042
JOB ID = 976, Start Time = 49042, End time = 49117
JOB ID = 977, Start Time = 49117, End time = 49149
JOB ID = 978, Start Time = 49149, End time = 49174
JOB ID = 979, Start Time = 49174, End time = 49203
JOB ID = 980, Start Time = 49203, End time = 49226
JOB ID = 981, Start Time = 49226, End time = 49255
JOB ID = 982, Start Time = 49255, End time = 49307
JOB ID = 983, Start Time = 49307, End time = 49334
JOB ID = 984, Start Time = 49334, End time = 49426
JOB ID = 985, Start Time = 49426, End time = 49457
JOB ID = 986, Start Time = 49457, End time = 49550
JOB ID = 987, Start Time = 49550, End time = 49570
JOB ID = 988, Start Time = 49570, End time = 49625
JOB ID = 989, Start Time = 49625, End time = 49641
JOB ID = 990, Start Time = 49641, End time = 49687
JOB ID = 991, Start Time = 49687, End time = 49692
JOB ID = 992, Start Time = 49692, End time = 49765
JOB ID = 993, Start Time = 49765, End time = 49793
JOB ID = 994, Start Time = 49793, End time = 49804
JOB ID = 995, Start Time = 49804, End time = 49893
JOB ID = 996, Start Time = 49893, End time = 49919
JOB ID = 997, Start Time = 49919, End time = 49984
JOB ID = 998, Start Time = 49984, End time = 50049
JOB ID = 999, Start Time = 50049, End time = 50087
Average Response Time: 25174.9
Average Turnaround Time: 25225.0

